Program "PAW_protein_grouper.py" run on Tue Oct 28 14:22:31 2025


	=SUBTOTAL(109,B6:B7422)																								
5470	1	sp|Q99JW4|LIMS1_MOUSE	 	 	sp|Q91XD2|LIMS2_MOUSE, sp|Q99JW4|LIMS1_MOUSE	 	26.5	325	37240	LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus OX=10090 GN=Lims1 PE=1 SV=3	38	31	0.816	11	12	8	7	8	11	7	5	9.600	11.647	7.700	6.000
5471	1	sp|Q99JX3|GORS2_MOUSE	 	 	 	 	27.9	451	47038	Golgi reassembly-stacking protein 2 OS=Mus musculus OX=10090 GN=Gorasp2 PE=1 SV=3	89	89	1.000	27	32	12	18	27	32	12	18	27.000	32.000	12.000	18.000
5472	1	sp|Q99JX4|EIF3M_MOUSE	 	 	 	 	34.2	374	42516	Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1	58	58	1.000	17	13	16	12	17	13	16	12	17.000	13.000	16.000	12.000
5473	1	sp|Q99JX7|NXF1_MOUSE	 	 	 	 	36.9	618	70299	Nuclear RNA export factor 1 OS=Mus musculus OX=10090 GN=Nxf1 PE=1 SV=3	64	64	1.000	16	15	14	19	16	15	14	19	16.000	15.000	14.000	19.000
5474	1	sp|Q99JY0|ECHB_MOUSE	 	 	 	 	51.2	475	51386	Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Hadhb PE=1 SV=1	574	574	1.000	154	180	121	119	154	180	121	119	154.000	180.000	121.000	119.000
5475	1	sp|Q99JY3|GIMA4_MOUSE	 	 	 	 	36.6	328	38044	GTPase IMAP family member 4 OS=Mus musculus OX=10090 GN=Gimap4 PE=1 SV=2	52	52	1.000	14	11	17	10	14	11	17	10	14.000	11.000	17.000	10.000
5476	1	sp|Q99JY4|TRABD_MOUSE	 	 	 	 	18.9	376	42189	TraB domain-containing protein OS=Mus musculus OX=10090 GN=Trabd PE=1 SV=1	27	27	1.000	3	6	11	7	3	6	11	7	3.000	6.000	11.000	7.000
5477	1	sp|Q99JY8|PLPP3_MOUSE	 	 	 	 	18.6	312	35216	Phospholipid phosphatase 3 OS=Mus musculus OX=10090 GN=Plpp3 PE=1 SV=1	17	17	1.000	5	3	3	6	5	3	3	6	5.000	3.000	3.000	6.000
5478	1	sp|Q99JY9|ARP3_MOUSE	 	 	 	 	51.4	418	47357	Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3	156	156	1.000	47	43	34	32	47	43	34	32	47.000	43.000	34.000	32.000
5479	1	sp|Q99JZ7|ERRFI_MOUSE	 	 	 	 	14.5	461	50075	ERBB receptor feedback inhibitor 1 OS=Mus musculus OX=10090 GN=Errfi1 PE=1 SV=1	12	12	1.000	2	2	5	3	2	2	5	3	2.000	2.000	5.000	3.000
5480	1	sp|Q99K01|PDXD1_MOUSE	 	 	 	 	32.1	787	87334	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pdxdc1 PE=1 SV=2	129	129	1.000	33	39	24	33	33	39	24	33	33.000	39.000	24.000	33.000
5481	1	sp|Q99K23|UFSP2_MOUSE	 	 	 	 	41.6	461	52515	Ufm1-specific protease 2 OS=Mus musculus OX=10090 GN=Ufsp2 PE=1 SV=1	56	56	1.000	14	15	13	14	14	15	13	14	14.000	15.000	13.000	14.000
5482	1	sp|Q99K28|ARFG2_MOUSE	 	 	 	 	42.7	520	56598	ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Arfgap2 PE=1 SV=1	134	134	1.000	35	38	34	27	35	38	34	27	35.000	38.000	34.000	27.000
5483	1	sp|Q99K30|ES8L2_MOUSE	 	 	 	 	36.5	729	82228	Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus OX=10090 GN=Eps8l2 PE=1 SV=1	124	124	1.000	34	41	22	27	34	41	22	27	34.000	41.000	22.000	27.000
5484	1	sp|Q99K41|EMIL1_MOUSE	 	 	 	 	19.8	1017	107583	EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1	61	61	1.000	13	17	17	14	13	17	17	14	13.000	17.000	17.000	14.000
5485	1	sp|Q99K48|NONO_MOUSE	 	 	sp|Q8R326|PSPC1_MOUSE, sp|Q8VIJ6|SFPQ_MOUSE, sp|Q99K48|NONO_MOUSE	 	51.6	473	54540	Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3	195	167	0.856	52	54	44	45	45	47	37	38	49.977	52.571	42.311	42.887
5486	1	sp|Q99K51|PLST_MOUSE	 	 	sp|Q3V0K9|PLSI_MOUSE, sp|Q61233|PLSL_MOUSE, sp|Q99K51|PLST_MOUSE	 	54.3	630	70741	Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=3	394	243	0.617	114	115	81	84	71	72	51	49	100.374	103.295	69.667	71.905
5487	1	sp|Q99K67|AASS_MOUSE	 	 	 	 	48.9	926	102974	Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1	835	835	1.000	217	278	163	177	217	278	163	177	217.000	278.000	163.000	177.000
5488	1	sp|Q99K70|RRAGC_MOUSE	 	 	 	 	20.4	398	44120	Ras-related GTP-binding protein C OS=Mus musculus OX=10090 GN=Rragc PE=1 SV=1	50	50	1.000	18	10	10	12	18	10	10	12	18.000	10.000	10.000	12.000
5489	1	sp|Q99K74|MED24_MOUSE	 	 	 	 	9.0	987	109984	Mediator of RNA polymerase II transcription subunit 24 OS=Mus musculus OX=10090 GN=Med24 PE=1 SV=1	13	13	1.000	3	4	2	4	3	4	2	4	3.000	4.000	2.000	4.000
5490	1	sp|Q99K90|TAB2_MOUSE	 	 	sp|Q571K4|TAB3_MOUSE, sp|Q99K90|TAB2_MOUSE	 	3.5	693	76441	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Mus musculus OX=10090 GN=Tab2 PE=1 SV=1	8	3	0.375	3	2	3	0	2	1	0	0	3.000	2.000	0.000	0.000
5491	1	sp|Q99K95|RTF2_MOUSE	 	 	 	 	9.1	307	33934	Replication termination factor 2 OS=Mus musculus OX=10090 GN=Rtf2 PE=1 SV=1	8	8	1.000	2	3	2	1	2	3	2	1	2.000	3.000	2.000	1.000
5492	1	sp|Q99KB8|GLO2_MOUSE	 	 	 	 	47.6	309	34084	Hydroxyacylglutathione hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hagh PE=1 SV=2	181	181	1.000	45	46	48	42	45	46	48	42	45.000	46.000	48.000	42.000
5493	1	sp|Q99KC8|VMA5A_MOUSE	 	 	 	 	39.3	793	87142	von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2	145	145	1.000	39	39	33	34	39	39	33	34	39.000	39.000	33.000	34.000
5494	1	sp|Q99KD5|UN45A_MOUSE	 	 	 	 	28.4	944	103446	Protein unc-45 homolog A OS=Mus musculus OX=10090 GN=Unc45a PE=1 SV=2	79	79	1.000	22	21	19	17	22	21	19	17	22.000	21.000	19.000	17.000
5495	1	sp|Q99KE1|MAOM_MOUSE	 	 	 	 	20.9	589	65798	NAD-dependent malic enzyme, mitochondrial OS=Mus musculus OX=10090 GN=Me2 PE=1 SV=1	19	19	1.000	6	6	3	4	6	6	3	4	6.000	6.000	3.000	4.000
5496	1	sp|Q99KF1|TMED9_MOUSE	 	 	sp|Q8R1V4|TMED4_MOUSE, sp|Q99KF1|TMED9_MOUSE	 	37.0	235	27127	Transmembrane emp24 domain-containing protein 9 OS=Mus musculus OX=10090 GN=Tmed9 PE=1 SV=2	108	71	0.657	38	35	21	14	22	24	15	10	30.381	30.286	17.812	11.667
5497	1	sp|Q99KG3|RBM10_MOUSE	 	 	sp|Q91YE7|RBM5_MOUSE, sp|Q99KG3|RBM10_MOUSE	 	15.6	930	103492	RNA-binding protein 10 OS=Mus musculus OX=10090 GN=Rbm10 PE=1 SV=1	42	30	0.714	10	10	14	8	8	8	9	5	9.455	9.600	12.000	6.364
5498	1	sp|Q99KG5|LSR_MOUSE	 	 	 	 	20.5	594	66107	Lipolysis-stimulated lipoprotein receptor OS=Mus musculus OX=10090 GN=Lsr PE=1 SV=1	52	52	1.000	17	16	9	10	17	16	9	10	17.000	16.000	9.000	10.000
5499	1	sp|Q99KG7|HPS4_MOUSE	 	 	 	 	3.4	671	72661	BLOC-3 complex member HPS4 OS=Mus musculus OX=10090 GN=Hps4 PE=1 SV=2	5	5	1.000	1	1	1	2	1	1	1	2	1.000	1.000	1.000	2.000
5500	1	sp|Q99KH8|STK24_MOUSE	 	 	sp|Q99JT2|STK26_MOUSE, sp|Q99KH8|STK24_MOUSE, sp|Q9Z2W1|STK25_MOUSE	 	28.5	431	47953	Serine/threonine-protein kinase 24 OS=Mus musculus OX=10090 GN=Stk24 PE=1 SV=1	53	11	0.208	14	14	16	9	2	3	4	2	9.800	11.000	9.212	5.133
5501	1	sp|Q99KI0|ACON_MOUSE	 	 	 	 	55.9	780	85462	Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1	768	768	1.000	212	247	147	162	212	247	147	162	212.000	247.000	147.000	162.000
5502	1	sp|Q99KI3|EMC3_MOUSE	 	 	 	 	40.2	261	29980	ER membrane protein complex subunit 3 OS=Mus musculus OX=10090 GN=Emc3 PE=1 SV=3	87	87	1.000	25	23	21	18	25	23	21	18	25.000	23.000	21.000	18.000
5503	1	sp|Q99KJ8|DCTN2_MOUSE	 	 	 	 	47.0	402	44116	Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3	105	105	1.000	31	30	23	21	31	30	23	21	31.000	30.000	23.000	21.000
5504	1	sp|Q99KK1|REEP3_MOUSE	 	 	sp|Q8K072|REEP4_MOUSE, sp|Q99KK1|REEP3_MOUSE	 	29.5	254	29214	Receptor expression-enhancing protein 3 OS=Mus musculus OX=10090 GN=Reep3 PE=1 SV=1	27	24	0.889	5	8	8	6	5	7	7	5	5.000	7.875	8.000	6.000
5505	1	sp|Q99KK2|NEUA_MOUSE	 	 	 	 	40.3	432	48057	N-acylneuraminate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=2	92	92	1.000	21	25	22	24	21	25	22	24	21.000	25.000	22.000	24.000
5506	1	sp|Q99KK7|DPP3_MOUSE	 	 	 	 	44.3	738	82897	Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2	234	234	1.000	66	64	49	55	66	64	49	55	66.000	64.000	49.000	55.000
5507	1	sp|Q99KK9|SYHM_MOUSE	 	 	sp|Q61035|HARS1_MOUSE, sp|Q99KK9|SYHM_MOUSE	 	36.4	505	56985	Histidine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Hars2 PE=1 SV=1	72	53	0.736	23	20	12	17	18	14	9	12	20.000	15.953	9.675	13.818
5508	1	sp|Q99KL7|RAB28_MOUSE	 	 	 	 	18.6	221	24728	Ras-related protein Rab-28 OS=Mus musculus OX=10090 GN=Rab28 PE=1 SV=1	5	5	1.000	2	1	1	1	2	1	1	1	2.000	1.000	1.000	1.000
5509	1	sp|Q99KN2|CIAO1_MOUSE	 	 	 	 	27.1	339	37632	Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Mus musculus OX=10090 GN=Ciao1 PE=1 SV=1	26	26	1.000	5	7	8	6	5	7	8	6	5.000	7.000	8.000	6.000
5510	1	sp|Q99KN9|EPN4_MOUSE	 	 	 	 	23.5	631	68512	Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=2	66	66	1.000	19	19	13	15	19	19	13	15	19.000	19.000	13.000	15.000
5511	1	sp|Q99KP3|CRYL1_MOUSE	 	 	 	 	55.8	319	35208	Lambda-crystallin homolog OS=Mus musculus OX=10090 GN=Cryl1 PE=1 SV=3	85	85	1.000	27	19	23	16	27	19	23	16	27.000	19.000	23.000	16.000
5512	1	sp|Q99KP6|PRP19_MOUSE	 	 	 	 	25.8	504	55238	Pre-mRNA-processing factor 19 OS=Mus musculus OX=10090 GN=Prpf19 PE=1 SV=1	99	99	1.000	27	28	24	20	27	28	24	20	27.000	28.000	24.000	20.000
5513	1	sp|Q99KQ4|NAMPT_MOUSE	 	 	 	 	52.3	491	55446	Nicotinamide phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Nampt PE=1 SV=1	222	222	1.000	69	54	57	42	69	54	57	42	69.000	54.000	57.000	42.000
5514	1	sp|Q99KR3|LACB2_MOUSE	 	 	 	 	58.0	288	32754	Endoribonuclease LACTB2 OS=Mus musculus OX=10090 GN=Lactb2 PE=1 SV=1	184	184	1.000	53	49	44	38	53	49	44	38	53.000	49.000	44.000	38.000
5515	1	sp|Q99KR7|PPIF_MOUSE	 	 	sp|Q99KR7|PPIF_MOUSE, sp|Q9CR16|PPID_MOUSE, sp|Q9ERU9|RBP2_MOUSE, sp|Q9QZH3|PPIE_MOUSE	 	65.0	206	21737	Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Mus musculus OX=10090 GN=Ppif PE=1 SV=1	162	127	0.784	43	48	35	36	33	38	29	27	40.756	45.276	31.641	32.686
5516	1	sp|Q99KS2|NGRN_MOUSE	 	 	 	 	8.2	293	32446	Neugrin OS=Mus musculus OX=10090 GN=Ngrn PE=2 SV=3	16	16	1.000	3	3	5	5	3	3	5	5	3.000	3.000	5.000	5.000
5517	1	sp|Q99KU0|VMP1_MOUSE	 	 	 	 	6.2	406	45960	Vacuole membrane protein 1 OS=Mus musculus OX=10090 GN=Vmp1 PE=1 SV=2	10	10	1.000	2	3	2	3	2	3	2	3	2.000	3.000	2.000	3.000
5518	1	sp|Q99KU6|CF089_MOUSE	 	 	 	 	13.2	348	39485	Bombesin receptor-activated protein C6orf89 homolog OS=Mus musculus OX=10090 PE=2 SV=2	14	14	1.000	3	4	4	3	3	4	4	3	3.000	4.000	4.000	3.000
5519	1	sp|Q99KV1|DJB11_MOUSE	 	 	 	 	31.0	358	40555	DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1	82	82	1.000	28	23	13	18	28	23	13	18	28.000	23.000	13.000	18.000
5520	1	sp|Q99KW3|TARA_MOUSE	 	 	 	 	12.3	2014	223365	TRIO and F-actin-binding protein OS=Mus musculus OX=10090 GN=Triobp PE=1 SV=3	43	43	1.000	5	14	16	8	5	14	16	8	5.000	14.000	16.000	8.000
5521	1	sp|Q99KW9|TIP_MOUSE	 	 	 	 	13.8	610	67464	T-cell immunomodulatory protein OS=Mus musculus OX=10090 GN=Itfg1 PE=1 SV=2	18	18	1.000	5	5	4	4	5	5	4	4	5.000	5.000	4.000	4.000
5522	1	sp|Q99KX1|MLF2_MOUSE	 	 	 	 	23.1	247	28055	Myeloid leukemia factor 2 OS=Mus musculus OX=10090 GN=Mlf2 PE=1 SV=1	4	4	1.000	1	1	2	0	1	1	2	0	1.000	1.000	2.000	0.000
5523	1	sp|Q99KY4|GAK_MOUSE	 	 	 	 	23.1	1305	143639	Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=2	106	106	1.000	31	27	26	22	31	27	26	22	31.000	27.000	26.000	22.000
5524	1	sp|Q99L04|DHRS1_MOUSE	 	 	 	 	59.1	313	34005	Dehydrogenase/reductase SDR family member 1 OS=Mus musculus OX=10090 GN=Dhrs1 PE=1 SV=1	239	239	1.000	66	70	56	47	66	70	56	47	66.000	70.000	56.000	47.000
5525	1	sp|Q99L13|3HIDH_MOUSE	 	 	 	 	62.1	335	35440	3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hibadh PE=1 SV=1	447	447	1.000	134	122	95	96	134	122	95	96	134.000	122.000	95.000	96.000
5526	1	sp|Q99L20|GSTT3_MOUSE	 	 	sp|Q61133|GSTT2_MOUSE, sp|Q99L20|GSTT3_MOUSE	 	44.0	241	27403	Glutathione S-transferase theta-3 OS=Mus musculus OX=10090 GN=Gstt3 PE=1 SV=1	220	201	0.914	61	63	50	46	58	60	43	40	59.912	62.000	47.631	44.000
5527	1	sp|Q99L27|GMPR2_MOUSE	 	 	sp|Q99L27|GMPR2_MOUSE, sp|Q9DCZ1|GMPR1_MOUSE	 	27.0	348	38018	GMP reductase 2 OS=Mus musculus OX=10090 GN=Gmpr2 PE=1 SV=2	38	29	0.763	10	10	10	8	8	7	8	6	10.000	10.000	9.778	8.000
5528	1	sp|Q99L43|CDS2_MOUSE	 	 	 	 	22.3	444	51313	Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1	28	28	1.000	6	7	6	9	6	7	6	9	6.000	7.000	6.000	9.000
5529	1	sp|Q99L45|IF2B_MOUSE	 	 	 	 	45.0	331	38092	Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus OX=10090 GN=Eif2s2 PE=1 SV=1	95	95	1.000	30	31	15	19	30	31	15	19	30.000	31.000	15.000	19.000
5530	1	sp|Q99L47|F10A1_MOUSE	 	 	 	 	36.1	371	41656	Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1	147	147	1.000	36	44	31	36	36	44	31	36	36.000	44.000	31.000	36.000
5531	1	sp|Q99L48|NMD3_MOUSE	 	 	 	 	18.3	503	57611	60S ribosomal export protein NMD3 OS=Mus musculus OX=10090 GN=Nmd3 PE=1 SV=1	19	19	1.000	4	2	7	6	4	2	7	6	4.000	2.000	7.000	6.000
5532	1	sp|Q99L60|VATC2_MOUSE	 	 	sp|Q99L60|VATC2_MOUSE, sp|Q9Z1G3|VATC1_MOUSE	 	4.9	427	48350	V-type proton ATPase subunit C 2 OS=Mus musculus OX=10090 GN=Atp6v1c2 PE=1 SV=1	3	1	0.333	1	0	0	2	0	0	0	1	0.000	0.000	0.000	1.043
5533	1	sp|Q99L85|ELP5_MOUSE	 	 	 	 	7.7	300	33497	Elongator complex protein 5 OS=Mus musculus OX=10090 GN=Elp5 PE=2 SV=1	4	4	1.000	1	2	1	0	1	2	1	0	1.000	2.000	1.000	0.000
5534	1	sp|Q99L88|SNTB1_MOUSE	 	 	sp|Q61234|SNTA1_MOUSE, sp|Q61235|SNTB2_MOUSE, sp|Q99L88|SNTB1_MOUSE	 	36.5	537	58081	Beta-1-syntrophin OS=Mus musculus OX=10090 GN=Sntb1 PE=1 SV=4	94	81	0.862	26	25	21	22	22	22	17	20	24.294	24.037	20.049	21.111
5535	1	sp|Q99LB0|TDIF1_MOUSE	 	 	 	 	7.9	328	36852	Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Mus musculus OX=10090 GN=Dnttip1 PE=1 SV=1	3	3	1.000	1	0	2	0	1	0	2	0	1.000	0.000	2.000	0.000
5536	1	sp|Q99LB2|DHRS4_MOUSE	 	 	 	 	49.8	279	29884	Dehydrogenase/reductase SDR family member 4 OS=Mus musculus OX=10090 GN=Dhrs4 PE=1 SV=3	232	232	1.000	74	65	45	48	74	65	45	48	74.000	65.000	45.000	48.000
5537	1	sp|Q99LB6|MAT2B_MOUSE	 	 	 	 	31.7	334	37392	Methionine adenosyltransferase 2 subunit beta OS=Mus musculus OX=10090 GN=Mat2b PE=1 SV=1	51	51	1.000	13	18	7	13	13	18	7	13	13.000	18.000	7.000	13.000
5538	1	sp|Q99LB7|SARDH_MOUSE	 	 	 	 	73.6	919	101681	Sarcosine dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Sardh PE=1 SV=1	1116	1116	1.000	312	318	254	232	312	318	254	232	312.000	318.000	254.000	232.000
5539	1	sp|Q99LC2|CSTF1_MOUSE	 	 	 	 	21.3	431	48381	Cleavage stimulation factor subunit 1 OS=Mus musculus OX=10090 GN=Cstf1 PE=1 SV=1	25	25	1.000	4	8	7	6	4	8	7	6	4.000	8.000	7.000	6.000
5540	1	sp|Q99LC3|NDUAA_MOUSE	 	 	 	 	51.5	355	40603	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus OX=10090 GN=Ndufa10 PE=1 SV=1	170	170	1.000	45	57	31	37	45	57	31	37	45.000	57.000	31.000	37.000
5541	1	sp|Q99LC5|ETFA_MOUSE	 	 	 	 	66.4	333	35009	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2	655	655	1.000	183	188	144	140	183	188	144	140	183.000	188.000	144.000	140.000
5542	1	sp|Q99LC8|EI2BA_MOUSE	 	 	 	 	24.3	305	33816	Translation initiation factor eIF2B subunit alpha OS=Mus musculus OX=10090 GN=Eif2b1 PE=1 SV=1	37	37	1.000	7	13	10	7	7	13	10	7	7.000	13.000	10.000	7.000
5543	1	sp|Q99LC9|PEX6_MOUSE	 	 	REV_P97479, sp|Q99LC9|PEX6_MOUSE	 	23.0	981	104547	Peroxisomal ATPase PEX6 OS=Mus musculus OX=10090 GN=Pex6 PE=1 SV=1	89	84	0.944	18	22	23	26	17	21	21	25	17.944	22.000	23.000	26.000
5544	1	sp|Q99LD4|CSN1_MOUSE	 	 	 	 	39.5	471	53442	COP9 signalosome complex subunit 1 OS=Mus musculus OX=10090 GN=Gps1 PE=1 SV=1	91	91	1.000	26	22	25	18	26	22	25	18	26.000	22.000	25.000	18.000
5545	1	sp|Q99LD8|DDAH2_MOUSE	 	 	sp|Q99LD8|DDAH2_MOUSE, sp|Q9CWS0|DDAH1_MOUSE	 	34.4	285	29645	Putative hydrolase DDAH2 OS=Mus musculus OX=10090 GN=Ddah2 PE=1 SV=1	52	34	0.654	14	16	11	11	8	12	7	7	8.960	12.727	7.718	7.737
5546	1	sp|Q99LD9|EI2BB_MOUSE	 	 	 	 	23.6	351	38897	Translation initiation factor eIF2B subunit beta OS=Mus musculus OX=10090 GN=Eif2b2 PE=1 SV=1	53	53	1.000	15	14	14	10	15	14	14	10	15.000	14.000	14.000	10.000
5547	1	sp|Q99LE6|ABCF2_MOUSE	 	 	 	 	34.9	628	71781	ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1	105	105	1.000	31	24	23	27	31	24	23	27	31.000	24.000	23.000	27.000
5548	1	sp|Q99LF4|RTCB_MOUSE	 	 	 	 	57.8	505	55249	RNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1	250	250	1.000	74	68	56	52	74	68	56	52	74.000	68.000	56.000	52.000
5549	1	sp|Q99LG0|UBP16_MOUSE	 	 	 	 	20.2	825	93433	Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus OX=10090 GN=Usp16 PE=1 SV=2	28	28	1.000	5	8	7	8	5	8	7	8	5.000	8.000	7.000	8.000
5550	1	sp|Q99LG1|TMM51_MOUSE	 	 	 	 	15.3	249	27398	Transmembrane protein 51 OS=Mus musculus OX=10090 GN=Tmem51 PE=1 SV=1	8	8	1.000	2	0	2	4	2	0	2	4	2.000	0.000	2.000	4.000
5551	1	sp|Q99LG2|TNPO2_MOUSE	 	 	sp|Q8BFY9|TNPO1_MOUSE, sp|Q99LG2|TNPO2_MOUSE	 	19.4	887	100455	Transportin-2 OS=Mus musculus OX=10090 GN=Tnpo2 PE=1 SV=1	69	41	0.594	22	14	16	17	13	10	9	9	16.162	11.481	11.032	12.273
5552	1	sp|Q99LG4|TTC5_MOUSE	 	 	 	 	12.5	440	48795	Tetratricopeptide repeat protein 5 OS=Mus musculus OX=10090 GN=Ttc5 PE=1 SV=2	7	7	1.000	2	2	2	1	2	2	2	1	2.000	2.000	2.000	1.000
5553	1	sp|Q99LH1|NOG2_MOUSE	 	 	 	 	8.8	728	83345	Nucleolar GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Gnl2 PE=1 SV=2	7	7	1.000	0	0	4	3	0	0	4	3	0.000	0.000	4.000	3.000
5554	1	sp|Q99LH2|PTSS1_MOUSE	 	 	 	 	12.7	473	55603	Phosphatidylserine synthase 1 OS=Mus musculus OX=10090 GN=Ptdss1 PE=1 SV=1	15	15	1.000	2	4	5	4	2	4	5	4	2.000	4.000	5.000	4.000
5555	1	sp|Q99LI2|CLCC1_MOUSE	 	 	 	 	34.7	539	60621	Chloride channel CLIC-like protein 1 OS=Mus musculus OX=10090 GN=Clcc1 PE=1 SV=1	56	56	1.000	15	19	12	10	15	19	12	10	15.000	19.000	12.000	10.000
5556	1	sp|Q99LI5|ZN281_MOUSE	 	 	 	 	6.7	893	96683	Zinc finger protein 281 OS=Mus musculus OX=10090 GN=Znf281 PE=1 SV=1	8	8	1.000	1	2	3	2	1	2	3	2	1.000	2.000	3.000	2.000
5557	1	sp|Q99LI7|CSTF3_MOUSE	 	 	 	 	28.5	717	82876	Cleavage stimulation factor subunit 3 OS=Mus musculus OX=10090 GN=Cstf3 PE=1 SV=1	46	46	1.000	14	9	13	10	14	9	13	10	14.000	9.000	13.000	10.000
5558	1	sp|Q99LI8|HGS_MOUSE	 	 	 	 	24.9	775	86014	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=2	88	88	1.000	25	18	22	23	25	18	22	23	25.000	18.000	22.000	23.000
5559	1	sp|Q99LI9|CLP1_MOUSE	 	 	 	 	10.4	425	47737	Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Mus musculus OX=10090 GN=Clp1 PE=1 SV=1	11	11	1.000	2	4	3	2	2	4	3	2	2.000	4.000	3.000	2.000
5560	1	sp|Q99LJ0|CT2NL_MOUSE	 	 	sp|Q7M753|PANK2_MOUSE, sp|Q99LJ0|CT2NL_MOUSE	 	11.1	638	69840	CTTNBP2 N-terminal-like protein OS=Mus musculus OX=10090 GN=Cttnbp2nl PE=1 SV=1	11	10	0.909	3	4	1	3	2	4	1	3	3.000	4.000	1.000	3.000
5561	1	sp|Q99LJ1|FUCO_MOUSE	 	 	 	 	9.5	452	52280	Tissue alpha-L-fucosidase OS=Mus musculus OX=10090 GN=Fuca1 PE=1 SV=1	14	14	1.000	4	4	4	2	4	4	4	2	4.000	4.000	4.000	2.000
5562	1	sp|Q99LJ6|GPX7_MOUSE	 	 	 	 	22.0	186	21061	Glutathione peroxidase 7 OS=Mus musculus OX=10090 GN=Gpx7 PE=1 SV=1	12	12	1.000	4	2	4	2	4	2	4	2	4.000	2.000	4.000	2.000
5563	1	sp|Q99LJ7|RCBT2_MOUSE	 	 	 	 	10.3	551	60163	RCC1 and BTB domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rcbtb2 PE=1 SV=1	7	7	1.000	2	1	2	2	2	1	2	2	2.000	1.000	2.000	2.000
5564	1	sp|Q99LJ8|NGBR_MOUSE	 	 	 	 	7.4	297	33485	Dehydrodolichyl diphosphate synthase complex subunit Nus1 OS=Mus musculus OX=10090 GN=Nus1 PE=2 SV=1	4	4	1.000	2	0	1	1	2	0	1	1	2.000	0.000	1.000	1.000
5565	1	sp|Q99LL5|PWP1_MOUSE	 	 	 	 	10.8	501	55586	Periodic tryptophan protein 1 homolog OS=Mus musculus OX=10090 GN=Pwp1 PE=1 SV=1	9	9	1.000	4	2	2	1	4	2	2	1	4.000	2.000	2.000	1.000
5566	1	sp|Q99LM2|CK5P3_MOUSE	 	 	REV_Q8BMG7, sp|Q99LM2|CK5P3_MOUSE	 	34.4	503	56990	CDK5 regulatory subunit-associated protein 3 OS=Mus musculus OX=10090 GN=Cdk5rap3 PE=1 SV=1	99	87	0.879	30	28	22	19	27	26	18	16	30.000	28.000	21.789	18.824
