PAW protein_summary_9 results file
written: Sat Nov  8 16:01:30 2025

 	=subtotal(109,B6:B8622)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
6318.0	1	sp|Q99LY9|NDUS5_MOUSE	 	42.5	106	12648	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Mus musculus OX=10090 GN=Ndufs5 PE=1 SV=3	86	86	1.000	5	10	6	8	6	9	5	7	7	4	11	8	5	10	6	8	6	9	5	7	7	4	11	8	5.000	10.000	6.000	8.000	6.000	9.000	5.000	7.000	7.000	4.000	11.000	8.000	 
6319.0	1	sp|Q99M01|SYFM_MOUSE	 	45.0	451	52336	Phenylalanine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Fars2 PE=1 SV=1	91	91	1.000	5	9	7	9	8	7	10	10	6	5	8	7	5	9	7	9	8	7	10	10	6	5	8	7	5.000	9.000	7.000	9.000	8.000	7.000	10.000	10.000	6.000	5.000	8.000	7.000	 
6320.0	1	sp|Q99M03|RWD2B_MOUSE	 	19.0	290	32891	RWD domain-containing protein 2B OS=Mus musculus OX=10090 GN=Rwdd2b PE=2 SV=1	12	12	1.000	2	0	0	1	1	2	2	3	0	0	1	0	2	0	0	1	1	2	2	3	0	0	1	0	2.000	0.000	0.000	1.000	1.000	2.000	2.000	3.000	0.000	0.000	1.000	0.000	 
6321.0	1	sp|Q99M04|LIAS_MOUSE	 	48.8	373	41879	Lipoyl synthase, mitochondrial OS=Mus musculus OX=10090 GN=Lias PE=1 SV=1	81	81	1.000	7	7	6	7	6	7	7	6	8	6	8	6	7	7	6	7	6	7	7	6	8	6	8	6	7.000	7.000	6.000	7.000	6.000	7.000	7.000	6.000	8.000	6.000	8.000	6.000	 
6322.0	1	sp|Q99M07|COA5_MOUSE	 	58.1	74	8359	Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1	22	22	1.000	1	2	2	3	1	2	2	3	1	1	2	2	1	2	2	3	1	2	2	3	1	1	2	2	1.000	2.000	2.000	3.000	1.000	2.000	2.000	3.000	1.000	1.000	2.000	2.000	 
6323.0	1	sp|Q99M15|PPIP2_MOUSE	 	47.9	334	38948	Proline-serine-threonine phosphatase-interacting protein 2 OS=Mus musculus OX=10090 GN=Pstpip2 PE=1 SV=4	61	61	1.000	2	6	6	6	6	4	8	5	6	5	3	4	2	6	6	6	6	4	8	5	6	5	3	4	2.000	6.000	6.000	6.000	6.000	4.000	8.000	5.000	6.000	5.000	3.000	4.000	 
6324.0	1	sp|Q99M28|RNPS1_MOUSE	 	23.3	305	34208	RNA-binding protein with serine-rich domain 1 OS=Mus musculus OX=10090 GN=Rnps1 PE=1 SV=1	43	43	1.000	5	7	4	1	3	4	4	2	4	3	2	4	5	7	4	1	3	4	4	2	4	3	2	4	5.000	7.000	4.000	1.000	3.000	4.000	4.000	2.000	4.000	3.000	2.000	4.000	 
6325.0	1	sp|Q99M31|HSP7E_MOUSE	 	42.2	509	54650	Heat shock 70 kDa protein 14 OS=Mus musculus OX=10090 GN=Hspa14 PE=1 SV=2	122	122	1.000	10	8	10	6	11	11	12	14	10	8	10	12	10	8	10	6	11	11	12	14	10	8	10	12	10.000	8.000	10.000	6.000	11.000	11.000	12.000	14.000	10.000	8.000	10.000	12.000	 
6326.0	1	sp|Q99M51|NCK1_MOUSE	 	62.9	377	42890	SH2/SH3 adapter protein Nck1 OS=Mus musculus OX=10090 GN=Nck1 PE=1 SV=1	114	107	0.939	7	11	9	6	10	8	9	11	10	8	15	10	7	11	8	5	10	8	9	10	10	7	13	9	7.000	11.000	8.889	5.625	10.000	8.000	9.000	10.833	10.000	7.778	14.733	9.692	sp|O55033|NCK2_MOUSE, sp|Q99M51|NCK1_MOUSE
6327.0	1	sp|Q99M71|EPDR1_MOUSE	 	23.2	224	25485	Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1	12	12	1.000	1	1	1	1	0	2	1	1	1	0	2	1	1	1	1	1	0	2	1	1	1	0	2	1	1.000	1.000	1.000	1.000	0.000	2.000	1.000	1.000	1.000	0.000	2.000	1.000	 
6328.0	1	sp|Q99M87|DNJA3_MOUSE	 	45.4	480	52443	DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1	199	199	1.000	15	16	16	17	18	18	15	15	18	20	15	16	15	16	16	17	18	18	15	15	18	20	15	16	15.000	16.000	16.000	17.000	18.000	18.000	15.000	15.000	18.000	20.000	15.000	16.000	 
6329.0	1	sp|Q99M96|ST7_MOUSE	 	6.2	577	66095	Suppressor of tumorigenicity 7 protein OS=Mus musculus OX=10090 GN=St7 PE=2 SV=1	7	7	1.000	0	0	0	2	1	1	0	1	0	1	1	0	0	0	0	2	1	1	0	1	0	1	1	0	0.000	0.000	0.000	2.000	1.000	1.000	0.000	1.000	0.000	1.000	1.000	0.000	 
6330.0	1	sp|Q99MB1|TLR3_MOUSE	 	10.2	905	103670	Toll-like receptor 3 OS=Mus musculus OX=10090 GN=Tlr3 PE=1 SV=2	11	11	1.000	3	2	0	2	0	0	1	0	0	0	2	1	3	2	0	2	0	0	1	0	0	0	2	1	3.000	2.000	0.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	2.000	1.000	 
6331.0	1	sp|Q99MB2|MTFR1_MOUSE	 	17.1	328	35905	Mitochondrial fission regulator 1 OS=Mus musculus OX=10090 GN=Mtfr1 PE=1 SV=1	22	22	1.000	1	2	2	2	1	2	1	0	4	2	2	3	1	2	2	2	1	2	1	0	4	2	2	3	1.000	2.000	2.000	2.000	1.000	2.000	1.000	0.000	4.000	2.000	2.000	3.000	 
6332.0	1	sp|Q99MB7|RN141_MOUSE	 	46.1	230	25529	RING finger protein 141 OS=Mus musculus OX=10090 GN=Rnf141 PE=1 SV=2	29	29	1.000	1	2	2	2	5	3	3	2	0	1	3	5	1	2	2	2	5	3	3	2	0	1	3	5	1.000	2.000	2.000	2.000	5.000	3.000	3.000	2.000	0.000	1.000	3.000	5.000	 
6333.0	1	sp|Q99MD6|TRXR3_MOUSE	 	36.0	652	71318	Thioredoxin reductase 3 OS=Mus musculus OX=10090 GN=Txnrd3 PE=1 SV=3	95	95	1.000	5	7	6	8	9	8	11	11	6	8	7	9	5	7	6	8	9	8	11	11	6	8	7	9	5.000	7.000	6.000	8.000	9.000	8.000	11.000	11.000	6.000	8.000	7.000	9.000	 
6334.0	1	sp|Q99MD9|NASP_MOUSE	 	35.4	773	83953	Nuclear autoantigenic sperm protein OS=Mus musculus OX=10090 GN=Nasp PE=1 SV=2	96	92	0.958	4	8	7	3	5	4	6	8	8	9	14	20	4	7	7	3	5	4	6	8	7	8	14	19	4.000	8.000	7.000	3.000	5.000	4.000	6.000	8.000	8.000	9.000	14.000	20.000	sp|Q99MD9|NASP_MOUSE, tr|B2RQY6|B2RQY6_MOUSE
6335.0	1	sp|Q99ME2|WDR6_MOUSE	 	22.2	1125	121896	tRNA (34-2'-O)-methyltransferase regulator WDR6 OS=Mus musculus OX=10090 GN=Wdr6 PE=1 SV=1	31	31	1.000	1	2	5	3	3	2	2	5	2	2	2	2	1	2	5	3	3	2	2	5	2	2	2	2	1.000	2.000	5.000	3.000	3.000	2.000	2.000	5.000	2.000	2.000	2.000	2.000	 
6336.0	1	sp|Q99ME9|GTPB4_MOUSE	 	39.6	634	74112	GTP-binding protein 4 OS=Mus musculus OX=10090 GN=Gtpbp4 PE=1 SV=3	104	102	0.981	10	11	7	8	6	11	10	8	6	7	9	11	10	11	7	8	6	11	10	8	6	7	8	10	10.000	11.000	7.000	8.000	6.000	11.000	10.000	8.000	6.000	7.000	9.000	11.000	REV_P28741, REV_Q6A078, sp|Q99ME9|GTPB4_MOUSE
6337.0	1	sp|Q99MI1|RB6I2_MOUSE	 	39.2	1120	128329	ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus OX=10090 GN=Erc1 PE=1 SV=1	311	246	0.791	19	22	23	23	25	32	24	29	27	26	28	33	15	17	19	20	18	24	18	24	21	21	22	27	19.000	22.000	23.000	23.000	24.632	32.000	24.000	29.000	27.000	26.000	28.000	33.000	sp|Q6PH08|ERC2_MOUSE, sp|Q99MI1|RB6I2_MOUSE
6338.0	1	sp|Q99MI6|GIMA3_MOUSE	 	21.6	301	34179	GTPase IMAP family member 3 OS=Mus musculus OX=10090 GN=Gimap3 PE=1 SV=2	15	1	0.067	1	0	2	2	3	1	1	1	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.500	0.000	1.000	1.000	3.000	0.500	0.000	0.500	1.500	0.500	0.000	0.000	sp|Q8BWF2|GIMA5_MOUSE, sp|Q99MI6|GIMA3_MOUSE
6339.0	1	sp|Q99MJ9|DDX50_MOUSE	 	25.7	734	82175	ATP-dependent RNA helicase DDX50 OS=Mus musculus OX=10090 GN=Ddx50 PE=2 SV=1	41	39	0.951	4	5	3	2	3	2	3	3	6	6	2	2	4	5	3	2	3	2	2	2	6	6	2	2	4.000	5.000	3.000	2.000	3.000	2.000	2.069	2.087	6.000	6.000	2.000	2.000	sp|Q61056|TRPC1_MOUSE, sp|Q99MJ9|DDX50_MOUSE, sp|Q9JIK5|DDX21_MOUSE
6340.0	1	sp|Q99MK8|ARBK1_MOUSE	 	26.3	689	79638	Beta-adrenergic receptor kinase 1 OS=Mus musculus OX=10090 GN=Grk2 PE=1 SV=2	62	50	0.806	6	4	7	4	4	4	8	8	5	3	4	5	4	3	6	3	3	3	7	7	4	2	3	5	6.000	4.000	7.000	4.000	3.750	3.750	8.000	8.000	5.000	3.000	4.000	5.000	sp|Q3UYH7|ARBK2_MOUSE, sp|Q99MK8|ARBK1_MOUSE
6341.0	1	sp|Q99MN1|SYK_MOUSE	 	51.6	595	67839	Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars1 PE=1 SV=1	286	286	1.000	25	28	23	24	25	26	25	26	26	23	18	17	25	28	23	24	25	26	25	26	26	23	18	17	25.000	28.000	23.000	24.000	25.000	26.000	25.000	26.000	26.000	23.000	18.000	17.000	 
6342.0	1	sp|Q99MN9|PCCB_MOUSE	 	63.8	541	58408	Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=2	538	538	1.000	44	44	38	45	43	66	45	39	42	48	39	45	44	44	38	45	43	66	45	39	42	48	39	45	44.000	44.000	38.000	45.000	43.000	66.000	45.000	39.000	42.000	48.000	39.000	45.000	 
6343.0	1	sp|Q99MP8|BRAP_MOUSE	 	60.2	591	66990	BRCA1-associated protein OS=Mus musculus OX=10090 GN=Brap PE=1 SV=1	171	171	1.000	18	15	8	14	18	17	10	16	14	13	11	17	18	15	8	14	18	17	10	16	14	13	11	17	18.000	15.000	8.000	14.000	18.000	17.000	10.000	16.000	14.000	13.000	11.000	17.000	 
6344.0	1	sp|Q99MQ4|ASPN_MOUSE	 	20.6	373	42572	Asporin OS=Mus musculus OX=10090 GN=Aspn PE=1 SV=1	8	8	1.000	1	0	0	0	0	2	0	1	1	1	1	1	1	0	0	0	0	2	0	1	1	1	1	1	1.000	0.000	0.000	0.000	0.000	2.000	0.000	1.000	1.000	1.000	1.000	1.000	 
6345.0	1	sp|Q99MR0|ACL6B_MOUSE	 	15.0	426	46891	Actin-like protein 6B OS=Mus musculus OX=10090 GN=Actl6b PE=1 SV=1	20	1	0.050	2	2	0	2	1	2	2	2	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0.000	1.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	sp|Q99MR0|ACL6B_MOUSE, sp|Q9Z2N8|ACL6A_MOUSE
6346.0	1	sp|Q99MR1|GGYF1_MOUSE	 	29.8	1044	116237	GRB10-interacting GYF protein 1 OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=2	48	48	1.000	4	2	3	3	4	4	5	5	5	4	4	5	4	2	3	3	4	4	5	5	5	4	4	5	4.000	2.000	3.000	3.000	4.000	4.000	5.000	5.000	5.000	4.000	4.000	5.000	 
6347.0	1	sp|Q99MR3|S12A9_MOUSE	 	9.6	914	96329	Solute carrier family 12 member 9 OS=Mus musculus OX=10090 GN=Slc12a9 PE=1 SV=2	21	21	1.000	2	0	3	1	1	3	2	2	2	1	1	3	2	0	3	1	1	3	2	2	2	1	1	3	2.000	0.000	3.000	1.000	1.000	3.000	2.000	2.000	2.000	1.000	1.000	3.000	 
6348.0	1	sp|Q99MR6|SRRT_MOUSE	 	33.0	875	100451	Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1	238	238	1.000	16	18	18	21	23	21	20	23	24	22	12	20	16	18	18	21	23	21	20	23	24	22	12	20	16.000	18.000	18.000	21.000	23.000	21.000	20.000	23.000	24.000	22.000	12.000	20.000	 
6349.0	1	sp|Q99MR8|MCCA_MOUSE	 	71.0	717	79343	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Mccc1 PE=1 SV=2	565	565	1.000	38	51	44	40	37	51	49	35	48	39	64	69	38	51	44	40	37	51	49	35	48	39	64	69	38.000	51.000	44.000	40.000	37.000	51.000	49.000	35.000	48.000	39.000	64.000	69.000	 
6350.0	1	sp|Q99MS7|EH1L1_MOUSE	 	9.1	1716	184832	EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	17	17	1.000	1	1	4	1	1	1	2	1	0	1	2	2	1	1	4	1	1	1	2	1	0	1	2	2	1.000	1.000	4.000	1.000	1.000	1.000	2.000	1.000	0.000	1.000	2.000	2.000	 
6351.0	1	sp|Q99MU3|DSRAD_MOUSE	 	20.9	1178	130446	Double-stranded RNA-specific adenosine deaminase OS=Mus musculus OX=10090 GN=Adar PE=1 SV=2	55	55	1.000	3	7	5	3	4	4	5	6	6	2	6	4	3	7	5	3	4	4	5	6	6	2	6	4	3.000	7.000	5.000	3.000	4.000	4.000	5.000	6.000	6.000	2.000	6.000	4.000	 
6352.0	1	sp|Q99MZ3|MLXPL_MOUSE	 	44.7	864	94874	Carbohydrate-responsive element-binding protein OS=Mus musculus OX=10090 GN=Mlxipl PE=1 SV=1	164	159	0.970	14	7	19	17	12	15	10	15	23	16	6	10	14	7	18	17	12	14	10	15	22	16	5	9	14.000	7.000	19.000	17.000	12.000	15.000	10.000	15.000	22.957	16.000	6.000	10.000	sp|Q2VPU4|MLXIP_MOUSE, sp|Q99MZ3|MLXPL_MOUSE
6353.0	1	sp|Q99MZ7|PECR_MOUSE	 	70.6	303	32410	Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Pecr PE=1 SV=1	561	561	1.000	53	53	54	58	48	48	47	43	44	47	29	37	53	53	54	58	48	48	47	43	44	47	29	37	53.000	53.000	54.000	58.000	48.000	48.000	47.000	43.000	44.000	47.000	29.000	37.000	 
6354.0	1	sp|Q99N11|DUS22_MOUSE	 	34.2	184	20997	Dual specificity protein phosphatase 22 OS=Mus musculus OX=10090 GN=Dusp22 PE=1 SV=1	10	10	1.000	1	1	2	0	1	2	2	1	0	0	0	0	1	1	2	0	1	2	2	1	0	0	0	0	1.000	1.000	2.000	0.000	1.000	2.000	2.000	1.000	0.000	0.000	0.000	0.000	 
6355.0	1	sp|Q99N13|HDAC9_MOUSE	 	6.3	588	65686	Histone deacetylase 9 OS=Mus musculus OX=10090 GN=Hdac9 PE=1 SV=2	4	1	0.250	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.000	0.000	0.500	0.000	0.000	0.000	1.500	0.000	0.500	0.000	0.000	0.000	sp|Q99N13|HDAC9_MOUSE, sp|Q9Z2V6|HDAC5_MOUSE
6356.0	1	sp|Q99N16|CP4F3_MOUSE	 	13.7	524	59842	Cytochrome P450 4F3 OS=Mus musculus OX=10090 GN=Cyp4f3 PE=1 SV=2	29	0	0.000	4	3	2	2	4	1	2	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.250	0.000	0.000	sp|Q99N16|CP4F3_MOUSE, sp|Q9EP75|CP4FE_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|G3UW81|G3UW81_MOUSE, tr|Q8BGU0|Q8BGU0_MOUSE, tr|Q8VCA4|Q8VCA4_MOUSE, tr|Q99N17|Q99N17_MOUSE, tr|Q99N19|Q99N19_MOUSE
6357.0	1	sp|Q99N20|BRMS1_MOUSE	 	20.3	246	28210	Breast cancer metastasis-suppressor 1 homolog OS=Mus musculus OX=10090 GN=Brms1 PE=2 SV=1	12	12	1.000	0	1	0	1	0	1	1	3	1	1	1	2	0	1	0	1	0	1	1	3	1	1	1	2	0.000	1.000	0.000	1.000	0.000	1.000	1.000	3.000	1.000	1.000	1.000	2.000	 
6358.0	1	sp|Q99N28|CADM3_MOUSE	 	9.6	396	42964	Cell adhesion molecule 3 OS=Mus musculus OX=10090 GN=Cadm3 PE=1 SV=1	8	8	1.000	0	0	1	1	1	2	1	0	0	1	0	1	0	0	1	1	1	2	1	0	0	1	0	1	0.000	0.000	1.000	1.000	1.000	2.000	1.000	0.000	0.000	1.000	0.000	1.000	 
6359.0	1	sp|Q99N42|TYPH_MOUSE	 	68.8	471	49335	Thymidine phosphorylase OS=Mus musculus OX=10090 GN=Tymp PE=2 SV=1	203	203	1.000	14	17	19	21	24	18	12	17	16	23	9	13	14	17	19	21	24	18	12	17	16	23	9	13	14.000	17.000	19.000	21.000	24.000	18.000	12.000	17.000	16.000	23.000	9.000	13.000	 
6360.0	1	sp|Q99N57|RAF1_MOUSE	 	39.4	648	72917	RAF proto-oncogene serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Raf1 PE=1 SV=2	63	40	0.635	2	1	4	4	4	1	5	5	6	6	10	15	1	1	3	3	4	1	4	4	4	3	5	7	1.067	1.000	3.429	3.375	4.000	1.000	4.364	4.364	4.762	3.625	6.806	10.359	sp|P04627|ARAF_MOUSE, sp|P28028|BRAF_MOUSE, sp|Q99N57|RAF1_MOUSE
6361.0	1	sp|Q99N69|LPXN_MOUSE	 	14.5	386	43478	Leupaxin OS=Mus musculus OX=10090 GN=Lpxn PE=1 SV=2	14	14	1.000	0	0	1	1	3	0	3	1	2	1	2	0	0	0	1	1	3	0	3	1	2	1	2	0	0.000	0.000	1.000	1.000	3.000	0.000	3.000	1.000	2.000	1.000	2.000	0.000	 
6362.0	1	sp|Q99N84|RT18B_MOUSE	 	30.7	254	28702	Small ribosomal subunit protein mS40 OS=Mus musculus OX=10090 GN=Mrps18b PE=1 SV=1	72	72	1.000	6	7	7	5	7	4	8	9	5	6	3	5	6	7	7	5	7	4	8	9	5	6	3	5	6.000	7.000	7.000	5.000	7.000	4.000	8.000	9.000	5.000	6.000	3.000	5.000	 
6363.0	1	sp|Q99N85|RT18A_MOUSE	 	26.5	196	22321	Large ribosomal subunit protein mL66 OS=Mus musculus OX=10090 GN=Mrps18a PE=2 SV=1	21	21	1.000	1	2	3	2	1	4	3	1	1	2	1	0	1	2	3	2	1	4	3	1	1	2	1	0	1.000	2.000	3.000	2.000	1.000	4.000	3.000	1.000	1.000	2.000	1.000	0.000	 
6364.0	1	sp|Q99N87|RT05_MOUSE	 	45.1	432	48206	Small ribosomal subunit protein uS5m OS=Mus musculus OX=10090 GN=Mrps5 PE=1 SV=1	115	115	1.000	8	10	9	6	11	10	13	9	12	10	7	10	8	10	9	6	11	10	13	9	12	10	7	10	8.000	10.000	9.000	6.000	11.000	10.000	13.000	9.000	12.000	10.000	7.000	10.000	 
6365.0	1	sp|Q99N89|RM43_MOUSE	 	26.2	183	20203	Large ribosomal subunit protein mL43 OS=Mus musculus OX=10090 GN=Mrpl43 PE=1 SV=1	40	40	1.000	2	2	2	5	5	6	4	3	3	2	3	3	2	2	2	5	5	6	4	3	3	2	3	3	2.000	2.000	2.000	5.000	5.000	6.000	4.000	3.000	3.000	2.000	3.000	3.000	 
6366.0	1	sp|Q99N92|RM27_MOUSE	 	35.1	148	15944	Large ribosomal subunit protein bL27m OS=Mus musculus OX=10090 GN=Mrpl27 PE=1 SV=1	33	33	1.000	1	3	4	2	3	2	3	2	3	3	3	4	1	3	4	2	3	2	3	2	3	3	3	4	1.000	3.000	4.000	2.000	3.000	2.000	3.000	2.000	3.000	3.000	3.000	4.000	 
6367.0	1	sp|Q99N93|RM16_MOUSE	 	41.0	251	28803	Large ribosomal subunit protein uL16m OS=Mus musculus OX=10090 GN=Mrpl16 PE=1 SV=1	83	83	1.000	5	6	6	4	7	8	7	5	6	7	11	11	5	6	6	4	7	8	7	5	6	7	11	11	5.000	6.000	6.000	4.000	7.000	8.000	7.000	5.000	6.000	7.000	11.000	11.000	 
6368.0	1	sp|Q99N94|RM09_MOUSE	 	43.0	265	30244	Large ribosomal subunit protein bL9m OS=Mus musculus OX=10090 GN=Mrpl9 PE=1 SV=2	55	55	1.000	3	5	4	3	4	7	6	4	3	3	5	8	3	5	4	3	4	7	6	4	3	3	5	8	3.000	5.000	4.000	3.000	4.000	7.000	6.000	4.000	3.000	3.000	5.000	8.000	 
6369.0	1	sp|Q99N95|RM03_MOUSE	 	33.6	348	39109	Large ribosomal subunit protein uL3m OS=Mus musculus OX=10090 GN=Mrpl3 PE=1 SV=1	63	63	1.000	4	5	7	6	5	5	8	5	6	6	3	3	4	5	7	6	5	5	8	5	6	6	3	3	4.000	5.000	7.000	6.000	5.000	5.000	8.000	5.000	6.000	6.000	3.000	3.000	 
6370.0	1	sp|Q99N96|RM01_MOUSE	 	55.4	336	37596	Large ribosomal subunit protein uL1m OS=Mus musculus OX=10090 GN=Mrpl1 PE=1 SV=2	115	115	1.000	9	10	10	6	9	9	12	10	9	10	9	12	9	10	10	6	9	9	12	10	9	10	9	12	9.000	10.000	10.000	6.000	9.000	9.000	12.000	10.000	9.000	10.000	9.000	12.000	 
6371.0	1	sp|Q99NB8|UBQL4_MOUSE	 	40.6	596	63505	Ubiquilin-4 OS=Mus musculus OX=10090 GN=Ubqln4 PE=1 SV=1	207	100	0.483	17	23	16	16	18	18	20	20	18	15	9	17	7	12	7	7	8	8	10	6	9	7	7	12	9.121	15.474	8.853	8.909	10.581	10.857	12.941	9.652	11.250	9.000	7.519	13.875	sp|Q8R317|UBQL1_MOUSE, sp|Q99NB8|UBQL4_MOUSE, sp|Q9QZM0|UBQL2_MOUSE
6372.0	1	sp|Q99NB9|SF3B1_MOUSE	 	52.4	1304	145815	Splicing factor 3B subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1	390	390	1.000	27	27	34	36	32	32	32	32	34	33	35	36	27	27	34	36	32	32	32	32	34	33	35	36	27.000	27.000	34.000	36.000	32.000	32.000	32.000	32.000	34.000	33.000	35.000	36.000	 
6373.0	1	sp|Q99NE5|RIMS1_MOUSE	 	2.5	1463	163159	Regulating synaptic membrane exocytosis protein 1 OS=Mus musculus OX=10090 GN=Rims1 PE=1 SV=2	3	3	1.000	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	2.000	0.000	 
6374.0	1	sp|Q99NF1|BCDO2_MOUSE	 	46.4	532	60142	Carotenoid-cleaving dioxygenase, mitochondrial OS=Mus musculus OX=10090 GN=Bco2 PE=1 SV=1	113	113	1.000	5	7	9	8	12	9	11	9	10	9	14	10	5	7	9	8	12	9	11	9	10	9	14	10	5.000	7.000	9.000	8.000	12.000	9.000	11.000	9.000	10.000	9.000	14.000	10.000	 
6375.0	1	sp|Q99NF3|CEP41_MOUSE	 	31.1	373	41441	Centrosomal protein of 41 kDa OS=Mus musculus OX=10090 GN=Cep41 PE=1 SV=1	14	14	1.000	0	0	0	2	0	2	3	1	0	3	1	2	0	0	0	2	0	2	3	1	0	3	1	2	0.000	0.000	0.000	2.000	0.000	2.000	3.000	1.000	0.000	3.000	1.000	2.000	 
6376.0	1	sp|Q99NF8|RBP17_MOUSE	 	4.4	1088	124053	Ran-binding protein 17 OS=Mus musculus OX=10090 GN=Ranbp17 PE=1 SV=1	6	6	1.000	1	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	0	1.000	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	0.000	0.000	0.000	 
6377.0	1	sp|Q99NG0|ARIP4_MOUSE	 	7.3	1466	162539	Helicase ARIP4 OS=Mus musculus OX=10090 GN=Rad54l2 PE=1 SV=1	30	30	1.000	4	2	3	3	3	3	3	4	1	4	0	0	4	2	3	3	3	3	3	4	1	4	0	0	4.000	2.000	3.000	3.000	3.000	3.000	3.000	4.000	1.000	4.000	0.000	0.000	 
6378.0	1	sp|Q99NH0|ANR17_MOUSE	 	20.2	2603	274210	Ankyrin repeat domain-containing protein 17 OS=Mus musculus OX=10090 GN=Ankrd17 PE=1 SV=2	179	100	0.559	12	13	15	14	11	22	17	20	16	16	7	16	7	7	10	8	9	11	9	9	10	8	5	7	8.600	9.625	12.500	10.667	10.125	17.477	12.900	13.714	13.000	11.556	5.714	10.270	sp|O88286|WIZ_MOUSE, sp|P58283|RN216_MOUSE, sp|Q05D44|IF2P_MOUSE, sp|Q99NH0|ANR17_MOUSE, tr|E9PUR0|E9PUR0_MOUSE
6379.0	1	sp|Q99NH2|PARD3_MOUSE	 	37.0	1333	149073	Partitioning defective 3 homolog OS=Mus musculus OX=10090 GN=Pard3 PE=1 SV=2	211	209	0.991	21	18	20	21	15	16	18	21	17	17	13	14	21	18	20	21	15	16	18	21	17	17	12	13	21.000	18.000	20.000	21.000	15.000	16.000	18.000	21.000	17.000	17.000	12.923	14.000	sp|Q99NH2|PARD3_MOUSE, sp|Q9CSB4|PAR3L_MOUSE
6380.0	1	sp|Q99NI3|GT2D2_MOUSE	 	2.1	936	104576	General transcription factor II-I repeat domain-containing protein 2 OS=Mus musculus OX=10090 GN=Gtf2ird2 PE=2 SV=1	10	1	0.100	1	1	1	0	1	2	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	1.034	0.000	0.000	0.000	0.000	0.000	0.000	sp|Q99NI3|GT2D2_MOUSE, sp|Q9ESZ8|GTF2I_MOUSE
6381.0	1	sp|Q99P27|PG12B_MOUSE	 	50.3	195	21736	Group XIIB secretory phospholipase A2-like protein OS=Mus musculus OX=10090 GN=Pla2g12b PE=1 SV=1	141	141	1.000	11	12	14	12	14	15	11	16	13	11	4	8	11	12	14	12	14	15	11	16	13	11	4	8	11.000	12.000	14.000	12.000	14.000	15.000	11.000	16.000	13.000	11.000	4.000	8.000	 
6382.0	1	sp|Q99P30|NUDT7_MOUSE	 	50.4	236	26856	Peroxisomal coenzyme A diphosphatase NUDT7 OS=Mus musculus OX=10090 GN=Nudt7 PE=1 SV=2	281	281	1.000	29	23	20	27	22	30	24	33	20	22	18	13	29	23	20	27	22	30	24	33	20	22	18	13	29.000	23.000	20.000	27.000	22.000	30.000	24.000	33.000	20.000	22.000	18.000	13.000	 
6383.0	1	sp|Q99P31|HPBP1_MOUSE	 	44.0	357	39166	Hsp70-binding protein 1 OS=Mus musculus OX=10090 GN=Hspbp1 PE=1 SV=1	84	84	1.000	6	6	7	9	7	7	6	8	6	6	8	8	6	6	7	9	7	7	6	8	6	6	8	8	6.000	6.000	7.000	9.000	7.000	7.000	6.000	8.000	6.000	6.000	8.000	8.000	 
