Program "PAW_protein_grouper.py" run on Tue Oct 28 09:49:56 2025


	=SUBTOTAL(109,B6:B6331)																					
6247	1	tr|D3Z2H9|D3Z2H9_MOUSE	 	 	sp|P21107|TPM3_MOUSE, sp|P58771|TPM1_MOUSE, sp|P58774|TPM2_MOUSE, sp|Q6IRU2|TPM4_MOUSE, tr|D3Z2H9|D3Z2H9_MOUSE	 	52.4	248	28991	Tropomyosin 3, related sequence 7 OS=Mus musculus OX=10090 GN=Tpm3-rs7 PE=1 SV=1	141	72	0.511	44	43	54	24	20	28	39.262	34.183	47.926
6249	1	tr|D3Z450|D3Z450_MOUSE	 	 	sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, tr|D3Z450|D3Z450_MOUSE, tr|D3Z451|D3Z451_MOUSE	 	9.1	408	45736	Serine (or cysteine) peptidase inhibitor, clade A, member 3I OS=Mus musculus OX=10090 GN=Serpina3i PE=1 SV=2	11	3	0.273	3	4	4	1	1	1	2.500	4.000	3.000
6250	1	tr|D3Z451|D3Z451_MOUSE	 	 	sp|Q03734|SPA3M_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q91WP6|SPA3N_MOUSE, tr|D3Z450|D3Z450_MOUSE, tr|D3Z451|D3Z451_MOUSE	 	5.0	420	47361	Serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3J OS=Mus musculus OX=10090 GN=Serpina3j PE=3 SV=1	6	0	0.000	3	2	1	0	0	0	0.000	0.000	0.000
6251	1	tr|D3Z5G7|D3Z5G7_MOUSE	 	 	sp|P23953|EST1C_MOUSE, sp|Q64176|EST1E_MOUSE, sp|Q8VCC2|EST1_MOUSE, sp|Q8VCT4|EST1D_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z298|D3Z298_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE	 	23.3	567	62196	Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces1b PE=1 SV=1	121	30	0.248	42	43	36	12	10	8	19.936	18.042	12.732
6253	1	tr|D3Z7X0|D3Z7X0_MOUSE	 	 	sp|Q8K370|ACD10_MOUSE, tr|D3Z7X0|D3Z7X0_MOUSE	 	27.2	555	61389	Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1	82	21	0.256	27	27	28	7	7	7	11.118	10.333	11.083
6254	1	tr|D4AFX7|D4AFX7_MOUSE	 	 	 	 	21.0	2248	255064	DnaJ heat shock protein family (Hsp40) member C13 OS=Mus musculus OX=10090 GN=Dnajc13 PE=1 SV=1	87	87	1.000	30	27	30	30	27	30	30.000	27.000	30.000
6255	1	tr|E0CZ22|E0CZ22_MOUSE	 	 	 	 	7.9	1640	181793	Maestro heat-like repeat family member 1 OS=Mus musculus OX=10090 GN=Mroh1 PE=1 SV=1	20	20	1.000	5	9	6	5	9	6	5.000	9.000	6.000
6256	1	tr|E9PUP1|E9PUP1_MOUSE	 	 	 	 	2.7	1314	144634	Synapse defective 1, Rho GTPase, homolog 2 (C. elegans) OS=Mus musculus OX=10090 GN=Syde2 PE=1 SV=2	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
6257	1	tr|E9PUR0|E9PUR0_MOUSE	 	 	sp|Q99NH0|ANR17_MOUSE, tr|E9PUR0|E9PUR0_MOUSE	 	8.0	2548	269674	Ankyrin repeat and KH domain containing 1 OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1	31	17	0.548	7	11	13	4	6	7	5.500	8.727	10.500
6258	1	tr|E9PV38|E9PV38_MOUSE	 	 	sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE	 	30.0	560	62720	Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces2g PE=1 SV=1	79	23	0.291	28	23	28	8	7	8	19.137	14.467	18.415
6259	1	tr|E9PVZ8|E9PVZ8_MOUSE	 	 	 	 	32.2	3238	370150	Golgin B1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1	205	205	1.000	68	74	63	68	74	63	68.000	74.000	63.000
6260	1	tr|E9PW37|E9PW37_MOUSE	 	 	sp|Q3UHC7|DAB2P_MOUSE, tr|E9PW37|E9PW37_MOUSE	 	2.9	1286	144586	RAS protein activator like 2 OS=Mus musculus OX=10090 GN=Rasal2 PE=1 SV=1	8	5	0.625	3	2	3	2	1	2	2.667	1.500	3.000
6261	1	tr|E9PWH2|E9PWH2_MOUSE	 	 	 	 	2.4	1175	131468	Caspase recruitment domain family, member 6 OS=Mus musculus OX=10090 GN=Card6 PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
6262	1	tr|E9PWR4|E9PWR4_MOUSE	 	 	sp|Q8BWT5|DIP2A_MOUSE, tr|E9PWR4|E9PWR4_MOUSE	 	5.9	1557	171067	Disco interacting protein 2 homolog C OS=Mus musculus OX=10090 GN=Dip2c PE=1 SV=1	11	9	0.818	4	4	3	3	3	3	4.000	4.000	3.000
6263	1	tr|E9PWW6|E9PWW6_MOUSE	 	 	 	 	4.2	970	110792	Zinc finger CCCH type containing 7 A OS=Mus musculus OX=10090 GN=Zc3h7a PE=1 SV=2	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000
6264	1	tr|E9PX29|E9PX29_MOUSE	 	 	sp|P15508|SPTB1_MOUSE, sp|P57780|ACTN4_MOUSE, sp|Q62261|SPTB2_MOUSE, tr|E9PX29|E9PX29_MOUSE, tr|Q68FG2|Q68FG2_MOUSE	 	1.7	2561	288820	Spectrin beta chain OS=Mus musculus OX=10090 GN=Sptbn4 PE=1 SV=1	23	1	0.043	7	8	8	0	1	0	0.000	1.048	0.000
6265	1	tr|E9PX68|E9PX68_MOUSE	 	 	 	 	16.8	744	82886	Solute carrier family 4 (anion exchanger), member 1, adaptor protein OS=Mus musculus OX=10090 GN=Slc4a1ap PE=1 SV=1	26	26	1.000	9	9	8	9	9	8	9.000	9.000	8.000
6267	1	tr|E9PXC3|E9PXC3_MOUSE	 	 	sp|P56654|CP237_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE, sp|P56657|CP240_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|Q9D816|CP255_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, tr|Q148B1|Q148B1_MOUSE, tr|Q569X9|Q569X9_MOUSE	 	35.8	491	56135	Cytochrome P450, family 2, subfamily c, polypeptide 69 OS=Mus musculus OX=10090 GN=Cyp2c69 PE=1 SV=1	120	18	0.150	38	38	44	7	2	9	19.854	17.051	23.632
6268	1	tr|E9PY03|E9PY03_MOUSE	 	 	 	 	31.6	133	14328	Thiosulfate sulfurtransferase (rhodanese)-like domain containing 1 OS=Mus musculus OX=10090 GN=Tstd1 PE=1 SV=1	18	18	1.000	6	6	6	6	6	6	6.000	6.000	6.000
6269	1	tr|E9PYD1|E9PYD1_MOUSE	 	 	 	 	18.0	344	37271	Family with sequence similarity 98, member C OS=Mus musculus OX=10090 GN=Fam98c PE=1 SV=1	11	11	1.000	3	4	4	3	4	4	3.000	4.000	4.000
6270	1	tr|E9PYG6|E9PYG6_MOUSE	 	 	 	 	9.4	1038	115428	RAS p21 protein activator 1 OS=Mus musculus OX=10090 GN=Rasa1 PE=1 SV=1	13	13	1.000	5	4	4	5	4	4	5.000	4.000	4.000
6271	1	tr|E9PYP2|E9PYP2_MOUSE	 	 	 	 	1.0	2688	306175	Neurobeachin like 1 OS=Mus musculus OX=10090 GN=Nbeal1 PE=1 SV=1	4	4	1.000	2	2	0	2	2	0	2.000	2.000	0.000
6272	1	tr|E9PZM7|E9PZM7_MOUSE	 	 	 	 	5.3	1456	162098	SR-related CTD-associated factor 11 OS=Mus musculus OX=10090 GN=Scaf11 PE=1 SV=1	16	16	1.000	4	6	6	4	6	6	4.000	6.000	6.000
6273	1	tr|E9PZP8|E9PZP8_MOUSE	 	 	 	 	3.0	4859	532654	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 OS=Mus musculus OX=10090 GN=Herc1 PE=1 SV=1	17	17	1.000	6	5	6	6	5	6	6.000	5.000	6.000
6275	1	tr|E9Q0F0|E9Q0F0_MOUSE	 	 	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_044|gi|1083132|pir||A56694, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_172|gi|1903216|gnl|PID|e255375, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IMF0|KRT87_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q9ERE2|KRT81_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Y9|E9Q1Y9_MOUSE	 	2.0	1068	112263	Keratin 78 OS=Mus musculus OX=10090 GN=Krt78 PE=1 SV=1	21	0	0.000	6	8	7	0	0	0	0.000	0.000	0.000
6276	1	tr|E9Q166|E9Q166_MOUSE	 	 	 	 	8.8	1460	164722	ATPase family, AAA domain containing 2B OS=Mus musculus OX=10090 GN=Atad2b PE=1 SV=1	22	22	1.000	10	7	5	10	7	5	10.000	7.000	5.000
6278	1	tr|E9Q264|E9Q264_MOUSE	 	 	sp|A2AQP0|MYH7B_MOUSE, sp|G3UW82|MYH2_MOUSE, sp|O08638|MYH11_MOUSE, sp|P13541|MYH3_MOUSE, sp|P13542|MYH8_MOUSE, sp|Q02566|MYH6_MOUSE, sp|Q5SX39|MYH4_MOUSE, sp|Q5SX40|MYH1_MOUSE, sp|Q61879|MYH10_MOUSE, sp|Q6URW6|MYH14_MOUSE, sp|Q8VDD5|MYH9_MOUSE, sp|Q91Z83|MYH7_MOUSE, tr|B1AR69|B1AR69_MOUSE, tr|E9Q264|E9Q264_MOUSE	 	1.8	1925	221843	Myosin, heavy chain 15 OS=Mus musculus OX=10090 GN=Myh15 PE=1 SV=1	11	5	0.455	2	6	3	2	1	2	2.000	1.695	2.006
6279	1	tr|E9Q2E4|E9Q2E4_MOUSE	 	 	 	 	1.4	4418	484123	HECT domain E3 ubiquitin protein ligase 4 OS=Mus musculus OX=10090 GN=Hectd4 PE=1 SV=2	6	6	1.000	1	3	2	1	3	2	1.000	3.000	2.000
6280	1	tr|E9Q3G8|E9Q3G8_MOUSE	 	 	 	 	14.0	1462	152006	Nucleoporin 153 OS=Mus musculus OX=10090 GN=Nup153 PE=1 SV=1	34	34	1.000	8	13	13	8	13	13	8.000	13.000	13.000
6281	1	tr|E9Q411|E9Q411_MOUSE	 	 	 	 	11.1	2356	265772	Neuroblastoma amplified sequence OS=Mus musculus OX=10090 GN=Nbas PE=1 SV=1	63	63	1.000	21	20	22	21	20	22	21.000	20.000	22.000
6282	1	tr|E9Q512|E9Q512_MOUSE	 	 	tr|E9Q512|E9Q512_MOUSE, tr|Q9EQC8|Q9EQC8_MOUSE	 	27.9	1976	226453	Thyroid hormone receptor interactor 11 OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1	111	109	0.982	39	34	38	39	34	36	39.000	34.000	37.946
6283	1	tr|E9Q593|E9Q593_MOUSE	 	 	sp|O55071|CP2BJ_MOUSE, sp|P12790|CP2B9_MOUSE, sp|P12791|CP2BA_MOUSE, sp|P15392|CP2A4_MOUSE, sp|P20852|CP2A5_MOUSE, tr|A6H6J2|A6H6J2_MOUSE, tr|E9Q593|E9Q593_MOUSE	 	16.5	491	55858	Cytochrome P450 OS=Mus musculus OX=10090 GN=Cyp2b23 PE=3 SV=1	46	4	0.087	13	17	16	2	1	1	4.013	4.451	4.647
6284	1	tr|E9Q616|E9Q616_MOUSE	 	 	 	 	50.7	5656	604246	AHNAK nucleoprotein OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1	289	289	1.000	102	91	96	102	91	96	102.000	91.000	96.000
6285	1	tr|E9Q6D8|E9Q6D8_MOUSE	 	 	 	 	15.1	934	104623	Complement component C6 OS=Mus musculus OX=10090 GN=C6 PE=1 SV=2	27	27	1.000	12	7	8	12	7	8	12.000	7.000	8.000
6286	1	tr|E9Q6H8|E9Q6H8_MOUSE	 	 	 	 	8.8	1269	144350	Pleckstrin homology domain containing, family A member 5 OS=Mus musculus OX=10090 GN=Plekha5 PE=1 SV=1	20	20	1.000	5	4	11	5	4	11	5.000	4.000	11.000
6287	1	tr|E9Q6R7|E9Q6R7_MOUSE	 	 	sp|P11531|DMD_MOUSE, tr|E9Q6R7|E9Q6R7_MOUSE	 	28.6	3430	392701	Utrophin OS=Mus musculus OX=10090 GN=Utrn PE=1 SV=1	199	192	0.965	70	67	62	68	65	59	69.744	66.781	61.642
6288	1	tr|E9Q7C4|E9Q7C4_MOUSE	 	 	 	 	1.2	1971	215822	Proline rich 14-like OS=Mus musculus OX=10090 GN=Prr14l PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
6289	1	tr|E9Q7L1|E9Q7L1_MOUSE	 	 	 	 	1.4	1524	171618	URB2 ribosome biogenesis 2 homolog (S. cerevisiae) OS=Mus musculus OX=10090 GN=Urb2 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
6290	1	tr|E9Q8B5|E9Q8B5_MOUSE	 	 	sp|P06909|CFAH_MOUSE, tr|A0A668KLU9|A0A668KLU9_MOUSE, tr|E9Q8B5|E9Q8B5_MOUSE	 	12.4	879	99437	Complement factor H-related 4 OS=Mus musculus OX=10090 GN=Cfhr4 PE=1 SV=1	17	11	0.647	5	7	5	3	5	3	4.111	6.161	4.120
6291	1	tr|E9Q8I7|E9Q8I7_MOUSE	 	 	 	 	10.2	918	101507	Nuclear transcription factor, X-box binding-like 1 OS=Mus musculus OX=10090 GN=Nfxl1 PE=1 SV=1	18	18	1.000	6	6	6	6	6	6	6.000	6.000	6.000
6292	1	tr|E9Q8V6|E9Q8V6_MOUSE	 	 	 	 	1.4	1869	209300	DENN domain containing 4A OS=Mus musculus OX=10090 GN=Dennd4a PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
6293	1	tr|E9QA16|E9QA16_MOUSE	 	 	 	 	33.2	536	61836	Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1	81	81	1.000	31	24	26	31	24	26	31.000	24.000	26.000
6294	1	tr|E9QAA8|E9QAA8_MOUSE	 	 	 	 	3.6	417	47817	Interferon-gamma-inducible GTPase Ifgga3 protein OS=Mus musculus OX=10090 GN=Gm4841 PE=3 SV=1	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000
6295	1	tr|E9QAE3|E9QAE3_MOUSE	 	 	 	 	5.0	1848	207049	B-TFIID TATA-box binding protein associated factor 1 OS=Mus musculus OX=10090 GN=Btaf1 PE=1 SV=1	13	13	1.000	4	6	3	4	6	3	4.000	6.000	3.000
6296	1	tr|F2Z3U3|F2Z3U3_MOUSE	 	 	sp|Q8R5A3|AB1IP_MOUSE, tr|F2Z3U3|F2Z3U3_MOUSE	 	19.8	1266	136738	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 OS=Mus musculus OX=10090 GN=Raph1 PE=1 SV=2	44	42	0.955	18	15	11	17	14	11	17.944	15.000	11.000
6298	1	tr|F6TUL9|F6TUL9_MOUSE	 	 	 	 	13.2	280	31467	V-set and immunoglobulin domain containing 4 OS=Mus musculus OX=10090 GN=Vsig4 PE=1 SV=1	9	9	1.000	3	4	2	3	4	2	3.000	4.000	2.000
6299	1	tr|F6U5V1|F6U5V1_MOUSE	 	 	 	 	16.1	541	59728	La ribonucleoprotein 1B OS=Mus musculus OX=10090 GN=Larp1b PE=1 SV=2	20	20	1.000	6	8	6	6	8	6	6.000	8.000	6.000
6300	1	tr|F6Z9B9|F6Z9B9_MOUSE	 	 	sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE	 	19.9	558	62758	Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces2h PE=1 SV=2	36	18	0.500	11	13	12	5	7	6	5.338	7.480	6.425
6301	1	tr|F8VPN4|F8VPN4_MOUSE	 	 	 	 	46.2	1532	174285	Glycogen debranching enzyme OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1	361	361	1.000	127	121	113	127	121	113	127.000	121.000	113.000
6302	1	tr|F8VPP8|F8VPP8_MOUSE	 	 	 	 	9.4	982	110291	Zinc finger CCCH type containing 7B OS=Mus musculus OX=10090 GN=Zc3h7b PE=1 SV=1	17	17	1.000	7	4	6	7	4	6	7.000	4.000	6.000
6303	1	tr|F8VQ05|F8VQ05_MOUSE	 	 	 	 	2.3	3007	337815	FRY like transcription coactivator OS=Mus musculus OX=10090 GN=Fryl PE=1 SV=1	11	11	1.000	4	4	3	4	4	3	4.000	4.000	3.000
6304	1	tr|F8VQC1|F8VQC1_MOUSE	 	 	 	 	38.2	671	74656	Signal recognition particle subunit SRP72 OS=Mus musculus OX=10090 GN=Srp72 PE=1 SV=1	85	85	1.000	30	28	27	30	28	27	30.000	28.000	27.000
6305	1	tr|F8WGU9|F8WGU9_MOUSE	 	 	sp|A2A974|CP4CB_MOUSE, sp|O35728|CP4AE_MOUSE, sp|O88833|CP4AA_MOUSE, sp|Q91WL5|CP4CA_MOUSE, tr|A0A087WPC3|A0A087WPC3_MOUSE, tr|A2A8T1|A2A8T1_MOUSE, tr|F8WGU9|F8WGU9_MOUSE	 	16.9	509	58138	Cytochrome P450, family 4, subfamily a, polypeptide 31 OS=Mus musculus OX=10090 GN=Cyp4a31 PE=3 SV=1	59	14	0.237	18	20	21	4	4	6	6.485	6.756	8.694
6306	1	tr|G3UW40|G3UW40_MOUSE	 	 	 	 	6.8	828	92813	Mutated in colorectal cancers OS=Mus musculus OX=10090 GN=Mcc PE=1 SV=1	6	6	1.000	2	1	3	2	1	3	2.000	1.000	3.000
6309	1	tr|G3UWD9|G3UWD9_MOUSE	 	 	 	 	9.6	498	54513	Solute carrier family 17 (sodium phosphate), member 3 OS=Mus musculus OX=10090 GN=Slc17a3 PE=1 SV=2	9	9	1.000	3	2	4	3	2	4	3.000	2.000	4.000
6310	1	tr|G3UZ38|G3UZ38_MOUSE	 	 	sp|O54749|CP2J5_MOUSE, sp|O54750|CP2J6_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE, tr|G3UZ38|G3UZ38_MOUSE	 	7.4	503	57390	Cytochrome P450, family 2, subfamily j, polypeptide 8 OS=Mus musculus OX=10090 GN=Cyp2j8 PE=3 SV=2	22	0	0.000	7	7	8	0	0	0	0.000	0.000	0.000
6311	1	tr|G3X8X0|G3X8X0_MOUSE	 	 	sp|A2A4P0|DHX8_MOUSE, sp|O35286|DHX15_MOUSE, tr|G3X8X0|G3X8X0_MOUSE	 	10.7	1044	119071	RNA helicase OS=Mus musculus OX=10090 GN=Dhx16 PE=1 SV=1	17	14	0.824	6	5	6	5	4	5	5.114	4.100	5.132
6312	1	tr|G3X972|G3X972_MOUSE	 	 	tr|G3X972|G3X972_MOUSE, tr|Q6NXL1|Q6NXL1_MOUSE	 	24.5	1096	118580	SEC24 homolog C, COPII coat complex component OS=Mus musculus OX=10090 GN=Sec24c PE=1 SV=1	86	83	0.965	28	27	31	28	26	29	28.000	26.510	29.983
6313	1	tr|G3X9B1|G3X9B1_MOUSE	 	 	 	 	8.4	2143	242069	HEAT repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Heatr1 PE=1 SV=1	30	30	1.000	13	8	9	13	8	9	13.000	8.000	9.000
6314	1	tr|G3X9D6|G3X9D6_MOUSE	 	 	 	 	23.9	251	27964	Apolipoprotein N OS=Mus musculus OX=10090 GN=Apon PE=1 SV=1	9	9	1.000	4	1	4	4	1	4	4.000	1.000	4.000
6315	1	tr|G3X9Y6|G3X9Y6_MOUSE	 	 	sp|Q8VC28|AK1CD_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE	 	42.7	323	37045	Aldo-keto reductase family 1, member C19 OS=Mus musculus OX=10090 GN=Akr1c19 PE=1 SV=1	86	69	0.802	24	35	27	19	29	21	21.317	32.702	23.800
6316	1	tr|G5E895|G5E895_MOUSE	 	 	sp|P21300|ALD1_MOUSE, sp|P45377|ALD2_MOUSE, tr|G5E895|G5E895_MOUSE	 	25.6	316	35848	Aldo-keto reductase family 1, member B10 OS=Mus musculus OX=10090 GN=Akr1b10 PE=1 SV=1	20	5	0.250	8	6	6	2	0	3	4.667	0.000	4.800
6318	1	tr|G5E904|G5E904_MOUSE	 	 	sp|O35400|ST2B1_MOUSE, sp|O35403|ST3A1_MOUSE, sp|Q9QWG7|ST1B1_MOUSE, tr|G5E904|G5E904_MOUSE	 	50.2	293	34819	Sulfotransferase OS=Mus musculus OX=10090 GN=Sult3a2 PE=3 SV=1	94	41	0.436	29	31	34	13	14	14	18.374	19.884	20.108
6319	1	tr|J3QMC5|J3QMC5_MOUSE	 	 	 	 	0.7	5582	629577	Midasin OS=Mus musculus OX=10090 GN=Mdn1 PE=1 SV=1	4	4	1.000	3	1	0	3	1	0	3.000	1.000	0.000
6320	1	tr|J3QNH8|J3QNH8_MOUSE	 	 	 	 	19.6	270	28502	Predicted gene 7694 OS=Mus musculus OX=10090 GN=Gm7694 PE=1 SV=1	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000
6321	1	tr|K7N6C2|K7N6C2_MOUSE	 	 	sp|P56654|CP237_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE, sp|P56657|CP240_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|Q6XVG2|CP254_MOUSE, sp|Q91X77|CY250_MOUSE, sp|Q9D816|CP255_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, tr|Q148B1|Q148B1_MOUSE, tr|Q569X9|Q569X9_MOUSE	 	40.7	491	56057	Cytochrome P450, family 2, subfamily c, polypeptide 68 OS=Mus musculus OX=10090 GN=Cyp2c68 PE=1 SV=1	164	15	0.091	51	52	61	5	4	6	23.464	24.706	30.209
6322	1	tr|K7N6K9|K7N6K9_MOUSE	 	 	sp|P50236|ST2A2_MOUSE, sp|P52843|ST2A1_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|K7N6K9|K7N6K9_MOUSE, tr|L7N245|L7N245_MOUSE	 	41.1	285	33303	Sulfotransferase OS=Mus musculus OX=10090 GN=Sult2a5 PE=1 SV=1	59	16	0.271	17	23	19	5	6	5	8.250	10.987	9.763
6323	1	tr|K7N6Y5|K7N6Y5_MOUSE	 	 	sp|O08788|DCTN1_MOUSE, tr|K7N6Y5|K7N6Y5_MOUSE	 	10.6	207	24678	Predicted gene 8011 (Fragment) OS=Mus musculus OX=10090 GN=Gm8011 PE=4 SV=1	5	1	0.200	3	1	1	1	0	0	1.053	0.000	0.000
6324	1	tr|K9J7B2|K9J7B2_MOUSE	 	 	sp|P17717|UDB17_MOUSE, sp|Q62452|UD19_MOUSE, sp|Q63886|UD11_MOUSE, sp|Q64435|UD16_MOUSE, tr|B2RT14|B2RT14_MOUSE, tr|D3Z748|D3Z748_MOUSE, tr|K9J7B2|K9J7B2_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q91WH2|Q91WH2_MOUSE	 	26.7	531	60490	UDP-glucuronosyltransferase OS=Mus musculus OX=10090 GN=Ugt1a6b PE=1 SV=1	187	16	0.086	58	69	60	6	5	5	12.222	11.822	10.365
6325	1	tr|L7N245|L7N245_MOUSE	 	 	sp|P50236|ST2A2_MOUSE, sp|P52843|ST2A1_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|K7N6K9|K7N6K9_MOUSE, tr|L7N245|L7N245_MOUSE	 	34.4	285	33396	Sulfotransferase OS=Mus musculus OX=10090 GN=Sult2a4 PE=3 SV=1	54	0	0.000	14	21	19	0	0	0	0.500	0.000	1.000
6326	1	tr|L7N463|L7N463_MOUSE	 	 	sp|P11714|CP2D9_MOUSE, sp|P24456|CP2DA_MOUSE, sp|P24457|CP2DB_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, tr|L7N463|L7N463_MOUSE, tr|Q6P8N9|Q6P8N9_MOUSE, tr|Q8BVD2|Q8BVD2_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE	 	15.9	504	57214	Cytochrome P450 OS=Mus musculus OX=10090 GN=Cyp2d34 PE=3 SV=1	107	9	0.084	36	34	37	3	3	3	5.677	5.560	5.958
6328	1	tr|O08797|O08797_MOUSE	 	 	tr|O08797|O08797_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE	 	45.2	374	42259	SPI6 OS=Mus musculus OX=10090 GN=Serpinb9 PE=1 SV=1	41	32	0.780	12	14	15	9	11	12	12.000	13.833	15.000
6329	1	tr|O08804|O08804_MOUSE	 	 	tr|O08804|O08804_MOUSE, tr|W4VSP4|W4VSP4_MOUSE	 	6.6	377	42535	NK13 OS=Mus musculus OX=10090 GN=Serpinb6b PE=1 SV=2	4	3	0.750	1	0	3	1	0	2	1.000	0.000	3.000
6330	1	tr|O19441|O19441_MOUSE	 	 	sp|P01897|HA1L_MOUSE, sp|P01898|HA10_MOUSE, sp|P01901|HA1B_MOUSE, sp|P14429|HA17_MOUSE, sp|P14430|HA18_MOUSE, tr|O19441|O19441_MOUSE, tr|Q4KN81|Q4KN81_MOUSE, tr|Q8HWB2|Q8HWB2_MOUSE	 	10.3	368	41322	Histocompatibility 2, Q region locus 1 OS=Mus musculus OX=10090 GN=H2-Q1 PE=1 SV=1	14	3	0.214	5	4	5	1	0	2	1.271	0.271	2.226
6331	1	tr|O88325|O88325_MOUSE	 	 	 	 	21.5	739	82595	Alpha-N-acetylglucosaminidase OS=Mus musculus OX=10090 GN=Naglu PE=1 SV=1	40	40	1.000	11	13	16	11	13	16	11.000	13.000	16.000
